"","year","plan_name","state","return_1yr","aal","mva","arr","payroll","payroll_growth_assumption","total_nc_pct","total_proj_adec_pct","total_benefit_payments"
"1308",2003,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.0371,9215945484,8084949036,0.08,1437357206,0.05,0.20456,0.24583,-349178208
"1309",2004,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.1555,9950224296,9287742499,0.08,1499069439,0.05,0.21131,0.2395,-387306615
"1310",2005,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.0985,10902768775,10119069868,0.08,1607838716,0.045,0.20501,0.23883,-427084483
"1311",2006,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.1174,11781722238,11215016115,0.08,1774918446,0.045,0.20522,0.23566,-467102032
"1312",2007,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.1808,12962480229,13111049064,0.08,1908519615,0.045,0.20512,0.23717,-511709032
"1313",2008,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",-0.074,13740335321,11936715597,0.08,1965064160,0.045,0.20511,0.25081,-557189873
"1314",2009,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",-0.2411,14908279200,8795819141,0.08,2081259498,0.045,0.2122,0.2703,-604103397
"1315",2010,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.1502,15601461460,10016491331,0.08,1993516921,0.045,0.2065,0.293,-653727922
"1316",2011,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.225,16826392409,11994454699,0.0775,1935013761,0.04,0.2085,0.3449,-716679792
"1317",2012,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",-0.0038,17788043847,11600023989,0.0775,1994280107,0.04,0.2082,0.3726,-780144516
"1318",2013,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.1326,17057380022,12707814003,0.0775,2049737510,0.04,0.1892,0.3088,-842710962
"1319",2014,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.174,17784376686,14428500519,0.0775,2102265325,0.035,0.1667,0.2867,-905329140
"1320",2015,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.0184,18786486550,14255528544,0.0775,2248254276,0.035,0.1658,0.2886,-966236566
"1321",2016,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.0049,19474241384,13826658367,0.0775,2135171462,0.0325,0.1607,0.2972,-1024399237
"1322",2017,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.111,20194698290,14798917911,0.0775,2204414890,0.0275,0.1581,0.2969,-1084818274
"1323",2018,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.065,21313451183,15210482641,0.0725,2221079274,0.03,0.1659,0.3257,-1133417826
"1324",2019,"New Mexico Public Employees Retirement Association (PERA)*","New Mexico",0.056,22162998348,15507545549,0.0725,2271770279,NA,0.1626,0.334,-1193943794
"1325",2001,"New York State & Local Employees Retirement System*","New York",-0.0865,84113372000,96463205000,0.08,1.7981e+10,0,0.00610000034794211,0.0061,-3566443000
"1326",2002,"New York State & Local Employees Retirement System*","New York",0.0276,89052636000,95420126000,0.08,1.876e+10,0,0,0,-3819948000
"1327",2003,"New York State & Local Employees Retirement System*","New York",-0.102,91576965000,82555325000,0.08,1.8969e+10,0,0.115200005471706,0.1152,-4202224000
"1328",2004,"New York State & Local Employees Retirement System*","New York",0.2883,99135666000,102526881000,0.08,1.9575e+10,0,0.110100001096725,0.1101,-4536279000
"1329",2005,"New York State & Local Employees Retirement System*","New York",0.0851,1.02224e+11,108733452000,0.08,2.0218e+10,0,0.103799998760223,0.1038,-4764652000
"1330",2006,"New York State & Local Employees Retirement System*","New York",0.1459,1.07785e+11,121208884000,0.08,2.0919e+10,0,0.0953999981284142,0.0954,-5081536000
"1331",2007,"New York State & Local Employees Retirement System*","New York",0.1258,1.14525e+11,133134834000,0.08,2.2018e+10,0,0.0856000036001205,0.0856,-5381908000
"1332",2008,"New York State & Local Employees Retirement System*","New York",0.0256,1.20183e+11,132473677000,0.08,2.2779e+10,0,0.0749000012874603,0.0749,-5769596000
"1333",2009,"New York State & Local Employees Retirement System*","New York",-0.2638,1.25136e+11,94242344000,0.08,2.4099e+10,0,0.113100007176399,0.1131,-6097772000
"1334",2010,"New York State & Local Employees Retirement System*","New York",0.2587,1.33574e+11,114057641000,0.08,2.4972e+10,0,0.157900005578995,0.1579,-6481793000
"1335",2011,"New York State & Local Employees Retirement System*","New York",0.1457,1.40087e+11,127191894000,0.075,2.4389e+10,0,0.186299994587898,0.1863,-7213864000
"1336",2012,"New York State & Local Employees Retirement System*","New York",0.0596,1.4417e+11,130506040000,0.075,2.4291e+10,0,0.211299985647202,0.2113,-7562308000
"1337",2013,"New York State & Local Employees Retirement System*","New York",0.1038,1.49281e+11,139746992000,0.075,2.4405e+10,0,0.205400004982948,0.2054,-8075404000
"1338",2014,"New York State & Local Employees Retirement System*","New York",0.1302,1.587e+11,154273363000,0.075,24480045000,0,0.186700001358986,0.1867,-8465061000
"1339",2015,"New York State & Local Employees Retirement System*","New York",0.0716,1.67065e+11,161213259000,0.075,24985412285,0,0.167400002479553,0.1674,-8907139000
"1340",2016,"New York State & Local Employees Retirement System*","New York",0.0019,1.72246e+11,156253265000,0.075,25520218199,0,0.163199990987778,0.1632,-9375197000
"1341",2017,"New York State & Local Employees Retirement System*","New York",0.1148,1.78216e+11,168004363000,0.07,25972669614,0,0.160699993371964,0.1607,-9805533000
"1342",2018,"New York State & Local Employees Retirement System*","New York",0.1135,1.84504e+11,180173145000,0.07,26668293721,0.03,0.158700004220009,0.1587,-10303276000
"1343",2019,"New York State & Local Employees Retirement System*","New York",0.0523,1.84504e+11,182718124000,0.07,26668293721,NA,NA,0.1587,-10872696000
"1344",2001,"New York State & Local Police & Fire Retirement System*","New York",-0.0865,13882738000,17580306000,0.08,2.081e+09,0,0,0,-700965000
"1345",2002,"New York State & Local Police & Fire Retirement System*","New York",0.0276,14887813000,17304767000,0.08,2.338e+09,0,0.00769999995827675,0.0077,-756424000
"1346",2003,"New York State & Local Police & Fire Retirement System*","New York",-0.102,15707364000,14817344000,0.08,2.322e+09,0,0.161699995398521,0.1617,-827542000
"1347",2004,"New York State & Local Police & Fire Retirement System*","New York",0.2883,17056044000,18272125000,0.08,2.459e+09,0,0.161499992012978,0.1615,-887998000
"1348",2005,"New York State & Local Police & Fire Retirement System*","New York",0.0851,1.7802e+10,19304262000,0.08,2.531e+09,0,0.164500012993813,0.1645,-926213000
"1349",2006,"New York State & Local Police & Fire Retirement System*","New York",0.1459,1.8853e+10,21411208000,0.08,2.712e+09,0,0.161899998784065,0.1619,-991332000
"1350",2007,"New York State & Local Police & Fire Retirement System*","New York",0.1258,2.0074e+10,23490409000,0.08,2.825e+09,0,0.156000003218651,0.156,-1049823000
"1351",2008,"New York State & Local Police & Fire Retirement System*","New York",0.0256,2.1072e+10,23372192000,0.08,2.926e+09,0,0.144999995827675,0.145,-1113438000
"1352",2009,"New York State & Local Police & Fire Retirement System*","New York",-0.2638,2.1597e+10,16695434000,0.08,2.97e+09,0,0.17229999601841,0.1723,-1167727000
"1353",2010,"New York State & Local Police & Fire Retirement System*","New York",0.2587,2.2998e+10,20194091000,0.08,3.113e+09,0,0.211600005626678,0.2116,-1237079000
"1354",2011,"New York State & Local Police & Fire Retirement System*","New York",0.1457,2.4169e+10,22356657000,0.075,3.146e+09,0,0.251299977302551,0.2513,-1306359000
"1355",2012,"New York State & Local Police & Fire Retirement System*","New York",0.0596,2.5096e+10,22888394000,0.075,3.191e+09,0,0.286399990320206,0.2864,-1375523000
"1356",2013,"New York State & Local Police & Fire Retirement System*","New York",0.1038,2.585e+10,24474840000,0.075,3.163e+09,0,0.27590000629425,0.2759,-1446130000
"1357",2014,"New York State & Local Police & Fire Retirement System*","New York",0.1302,2.7415e+10,27001986000,0.075,3257100000,0,0.249500006437302,0.2495,-1512465000
"1358",2015,"New York State & Local Police & Fire Retirement System*","New York",0.0716,2.9336e+10,28199157000,0.075,3416246216,0,0.250100016593933,0.2501,-1606575000
"1359",2016,"New York State & Local Police & Fire Retirement System*","New York",0.0019,3.062e+10,27386940000,0.075,3521939935,0,0.25229999423027,0.2523,-1685275000
"1360",2017,"New York State & Local Police & Fire Retirement System*","New York",0.1148,3.1776e+10,29597830000,0.07,3547842592,0,0.246399998664856,0.2464,-1702780000
"1361",2018,"New York State & Local Police & Fire Retirement System*","New York",0.1135,3.2989e+10,31903666000,0.07,3593090876,0.03,0.2432000041008,0.2432,-1825643000
"1362",2019,"New York State & Local Police & Fire Retirement System*","New York",0.0523,3.2989e+10,32451037000,0.07,3593090876,NA,NA,0.2432,-1961235000
"1363",2001,"New York State Teachers' Retirement System (TRS)*","New York",-0.057,69836237000,81664152000,0.08,10581200000,0,0,0,-2887696000
"1364",2002,"New York State Teachers' Retirement System (TRS)*","New York",-0.068,71661044000,73041188000,0.08,11171500000,0,0.0273000001907349,0.0273,-3201645000
"1365",2003,"New York State Teachers' Retirement System (TRS)*","New York",0.04,72213682000,72391520000,0.08,11427100000,0,0.0584999993443489,0.0585,-3611592000
"1366",2004,"New York State Teachers' Retirement System (TRS)*","New York",0.161,72625403000,80276246000,0.08,11766700000,0,0.0818000063300133,0.0818,-3920645000
"1367",2005,"New York State Teachers' Retirement System (TRS)*","New York",0.106,74973992000,84908519000,0.08,12163700000,0,0.0878999978303909,0.0879,-4138122000
"1368",2006,"New York State Teachers' Retirement System (TRS)*","New York",0.118,7.6353e+10,91492245000,0.08,1.2518e+10,0,0.0883999988436699,0.0884,-4426416000
"1369",2007,"New York State Teachers' Retirement System (TRS)*","New York",0.193,79537200000,104912949000,0.08,1.3083e+10,0,0.0769999995827675,0.077,-4661665000
"1370",2008,"New York State Teachers' Retirement System (TRS)*","New York",-0.064,82777500000,95769336000,0.08,13690100000,0,0.0623999983072281,0.0624,-4908446000
"1371",2009,"New York State Teachers' Retirement System (TRS)*","New York",-0.205,8.6062e+10,72471757000,0.08,14366400000,0,0.086899995803833,0.0869,-5151463000
"1372",2010,"New York State Teachers' Retirement System (TRS)*","New York",0.121,88318800000,76844937000,0.08,14792100000,0,0.111400000751019,0.1114,-5333788000
"1373",2011,"New York State Teachers' Retirement System (TRS)*","New York",0.232,89824900000,89889724000,0.08,14732900000,0,0.118400000035763,0.1184,-5681007000
"1374",2012,"New York State Teachers' Retirement System (TRS)*","New York",0.028,92250900000,88056264000,0.08,14640800000,0,0.16219998896122,0.1622,-5907795000
"1375",2013,"New York State Teachers' Retirement System (TRS)*","New York",0.137,94538800000,95367021000,0.08,14647800000,0,0.175200000405312,0.1752,-6118849000
"1376",2014,"New York State Teachers' Retirement System (TRS)*","New York",0.182,96904500000,108155083000,0.08,14771301000,0,0.133000001311302,0.133,-6324546000
"1377",2015,"New York State Teachers' Retirement System (TRS)*","New York",0.052,105401800000,109718917000,0.075,15021357000,0,0.118699997663498,0.1187,-6513931000
"1378",2016,"New York State Teachers' Retirement System (TRS)*","New York",0.023,109305100000,107506142000,0.075,15431009000,0,0.100100003182888,0.1001,-6701637000
"1379",2017,"New York State Teachers' Retirement System (TRS)*","New York",0.125,115672500000,115468360000,0.075,15846700000,0,0.110200002789497,0.1102,-6903361000
"1380",2018,"New York State Teachers' Retirement System (TRS)*","New York",0.09,118861100000,119915518000,0.0725,16288884000,0.03,NA,0.0945,-7088949000
"1381",2019,"New York State Teachers' Retirement System (TRS)*","New York",0.071,118861100000,122477481000,0.0725,16288884000,NA,NA,0.0945,-7285362000
"1382",2001,"North Carolina Local Government Retirement System*","North Carolina",-0.0204,10836459660,11487495000,0.0725,3597768696,0,0,0,-360471000
"1383",2002,"North Carolina Local Government Retirement System*","North Carolina",-0.0404,10836459660,11018286000,0.0725,3597768696,0,0.109050147235394,0.10905,-398272000
"1384",2003,"North Carolina Local Government Retirement System*","North Carolina",0.0756,11462705850,11917856000,0.0725,3746396130,0,0.109047502279282,0.10905,-436649000
"1385",2004,"North Carolina Local Government Retirement System*","North Carolina",0.121,12455503490,13267059000,0.0725,3898475921,0,0.109050206840038,0.10905,-493602000
"1386",2005,"North Carolina Local Government Retirement System*","North Carolina",0.0985,13466189190,14444647000,0.0725,4088169742,0,0.109063260257244,0.10906,-530803000
"1387",2006,"North Carolina Local Government Retirement System*","North Carolina",0.0723,14480208488,15354808000,0.0725,4241334088,0,0.109073035418987,0.10907,-584336000
"1388",2007,"North Carolina Local Government Retirement System*","North Carolina",0.148,15643377237,17458333000,0.0725,4468393579,0,0.109082110226154,0.10908,-643257000
"1389",2008,"North Carolina Local Government Retirement System*","North Carolina",-0.021,16868147432,16935979000,0.0725,4750682399,0,0.109047621488571,0.10905,-697314000
"1390",2009,"North Carolina Local Government Retirement System*","North Carolina",-0.142,17173974787,14256845000,0.0725,4974741579,0,0.146044969558716,0.14605,-755196000
"1391",2010,"North Carolina Local Government Retirement System*","North Carolina",0.12,17804791750,15795385000,0.0725,5184128025,0,0.129905715584755,0.12991,-805726000
"1392",2011,"North Carolina Local Government Retirement System*","North Carolina",0.1848,18646430030,18496067000,0.0725,5113742188,0,0.127864316105843,0.12786,-861534000
"1393",2012,"North Carolina Local Government Retirement System*","North Carolina",0.0221,19373799717,18651600000,0.0725,5106766025,0,0.131577968597412,0.13158,-918637000
"1394",2013,"North Carolina Local Government Retirement System*","North Carolina",0.095,20338784791,20112962000,0.0725,5123480980,0,0.130288243293762,0.13029,-981198000
"1395",2014,"North Carolina Local Government Retirement System*","North Carolina",0.159,21537813281,22927586000,0.0725,5241857680,0.035,0.126085221767426,0.12609,-1047766000
"1396",2015,"North Carolina Local Government Retirement System*","North Carolina",0.023,22718130124,23047342000,0.0725,5331287565,0.035,0.11041,0.12578,-1117822000
"1397",2016,"North Carolina Local Government Retirement System*","North Carolina",0.008,24360119869,22759675000,0.0725,5541839498,0.035,0.11104,0.12544,-1193040000
"1398",2017,"North Carolina Local Government Retirement System*","North Carolina",0.1077,25653605988,24703010000,0.072,5716583136,0,0.13692,0.13692,-1263799000
"1399",2018,"North Carolina Local Government Retirement System*","North Carolina",0.07332,27745867630,25982260000,0.07,5944507039,0.03,0.1171,0.1598,-1337107000
"1400",2019,"North Carolina Local Government Retirement System*","North Carolina",0.06526,29223126652,27135947000,0.07,6225257140,NA,0.11751,0.17101,-1412886000
"1401",2001,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",-0.0204,37713663200,44663841000,0.0725,9494602568,0,0,0,-1690869000
"1402",2002,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",-0.0404,37713663200,41791678000,0.0725,9494602568,0,0.127700001,0.059999999,-1821710000
"1403",2003,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.0756,39863983390,43282582000,0.0725,9734447779,0,0.1277,0.06,-2028357000
"1404",2004,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.121,41733701350,46863786000,0.0725,10082153000,0,0.1281,0.0805,-2177632000
"1405",2005,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.0985,43827854280,49867610000,0.0725,10366136570,0,0.1273,0.0817,-2351563000
"1406",2006,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.0723,46624667790,51851254000,0.0725,10990238890,0,0.1274,0.0834,-2536586000
"1407",2007,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.148,49391906996,57785888000,0.0725,11711385640,0,0.1215,0.0866,-2717868000
"1408",2008,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",-0.021,52815089477,54972032000,0.0725,12701016741,0,0.1219,0.0905,-2897465000
"1409",2009,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",-0.142,55518744699,45421796000,0.0725,13267554255,0,0.1226,0.0936,-3081350000
"1410",2010,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.12,58178272142,48773836000,0.0725,13252029516,0,0.126,0.0987,-3201608000
"1411",2011,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.1848,59876065931,55760360000,0.0725,13053830873,0,0.1112,0.1394,-3348854000
"1412",2012,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.0221,61846696903,55153572000,0.0725,12801045514,0,0.1114,0.1469,-3520078000
"1413",2013,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.095,63630278472,58491720000,0.0725,12774187282,0,0.1115,0.1476,-3722932000
"1414",2014,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.159,65805555491,65615775000,0.0725,12834121020,0,0.1119,0.1469,-3881333000
"1415",2015,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.023,67715066544,65007030000,0.0725,12932045817,0,0.1121,0.1447,-4075030000
"1416",2016,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.008,71521915397,63268829000,0.0725,13145602154,0,0.1031,0.1608,-4224275000
"1417",2017,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.1077,74547855025,67705460000,0.072,13497815754,0,0.1048,0.1798,-4435295000
"1418",2018,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.07333,79209347668,70426698000,0.07,13914085325,0.03,0.1117,0.2016,-4548638000
"1419",2019,"North Carolina Teachers' and State Employees' Retirement System (TSERS)*","North Carolina",0.06502,82105943131,72959448000,0.07,14436435848,NA,0.1118,0.2137,-4732909000
"1420",2001,"North Dakota Public Employees Retirement System (PERS)*","North Dakota",-0.0412,1008700000,1134178962,0.08,433300000,0.045,0.0933,0.0783,-36676998
"1421",2002,"North Dakota Public Employees Retirement System (PERS)*","North Dakota",-0.0683,1103500000,1047390026,0.08,461300000,0.045,0.0892,0.0842,-40871330
