"","year","plan_name","state","return_1yr","actuarial_cost_method_in_gasb_reporting","funded_ratio","ava","mva","aal","tpl","adec","adec_paid_pct","statutory","statutory_pct","amortizaton_method","total_benefit_payments","benefit_payments","refunds","admin_exp","cost_structure","payroll","ee_contribution","ee_nc_pct","er_contribution","er_nc_pct","er_state_contribution","er_proj_adec_pct","other_contribution","other_additions","fy_contribution","inflation_assum","arr","dr","number_of_years_remaining_on_amortization_schedule","payroll_growth_assumption","total_amortization_payment_pct","total_contribution","total_nc_pct","total_number_of_members","total_proj_adec_pct","type_of_employees_covered","unfunded_actuarially_accrued_liabilities_dollar","wage_inflation"
"1028","2015","Minnesota Teachers Retirement Association","Minnesota","0.044","Entry Age Normal","0.7705","19696893000","20214142877","25562155000","26632080000","495235000","0.68696",NA,NA,"Level Percent Closed","-1631504015","1657722100","-11627200","-10367701",NA,"4306426000","331904841","0.075","337366313",NA,"58597000","0.1037","22347839",NA,NA,NA,"0.084",NA,"23.0","0.0375","0.093","691618993","0.0857",NA,NA,"Plan covers teachers","5865262000",NA
"1029","2016","Minnesota Teachers Retirement Association","Minnesota","-0.001","Entry Age Normal","0.7559","20194279000","19424431199","26716216000","43276817000","459699000","0.7721600000000001",NA,NA,"Level Percent Closed","-1718693913","1716733400","-11289626","-11338305",NA,"4515699000","347255904","0.075","354961140",NA,"53335000","0.1122","37547973",NA,NA,NA,"0.0844",NA,"22.0","0.035","0.0993","739765017","0.0879",NA,NA,"Plan covers teachers","6521937000",NA
"1030","2017","Minnesota Teachers Retirement Association","Minnesota","0.151","Entry Age Normal","0.7679","21062789000","21258090428","27427702000","41219904000","516582000","0.71391",NA,NA,"Level Percent Closed","-1767567858","1765573000","-11240388","-11702196",NA,"4688875000","361175007","0.075","367791438",NA,NA,"0.1093","37582252",NA,NA,NA,"0.0847",NA,"24.0","0.0285","0.0966","766548697","0.0877",NA,NA,"Plan covers teachers","6364913000",NA
"1031","2018","Minnesota Teachers Retirement Association","Minnesota","0.103","Entry Age Normal","0.7689","22022842000","22362087000","28643023000","28643023000","516157000","0.73375",NA,NA,"Level Percent Closed","-1820751000","1818814000","-13073000","-15673000",NA,"4832917000","374550000","0.075","378728000",NA,"35587000000","0.0968","37524000",NA,NA,NA,"0.075",NA,"30.0","0.03","0.0802","790802000","0.0916",NA,NA,"Plan covers teachers","6620181000",NA
"1032","2019","Minnesota Teachers Retirement Association","Minnesota","0.073","Entry Age Normal","0.7682","22466848000","22876056000","29246174000","29250077000","472491000","0.85356",NA,NA,"Level Percent Closed","-1865693000","1863762000","-14074000","-15156000",NA,"5000930000","386669000","0.075","403300000",NA,NA,"0.0968","37518000",NA,NA,NA,"0.075",NA,"30.0",NA,"0.0807","827487000","0.0911",NA,NA,"Plan covers teachers","6779326000",NA
"1033","2001","Public Employees' Retirement System of Mississippi","Mississippi","-0.071","Entry Age Normal","0.886","16191631000","14946198000","18494207000",NA,"398833000","1",NA,NA,"Level Percent Open","-759282000","581199500","-65370000","-8657000",NA,"4112238000","398833000","0.0655","418281000",NA,"163932000","0.0975",NA,NA,NA,NA,"0.08","0.08","12.0","0.04","0.0568","728538000","0.1062",NA,NA,"Plan covers state and local employees","2302576000","0.04"
"1034","2002","Public Employees' Retirement System of Mississippi","Mississippi","-0.066","Entry Age Normal","0.859","16823185000","13800716000","20180347000",NA,"400943000","1",NA,NA,"Level Percent Open","-847655000","656547380","-62126000","-8112000",NA,"4220539000","400943000","0.0655","428122000",NA,"165284000","0.0975",NA,NA,NA,NA,"0.08","0.08","22.0","0.04","0.0535","745685000","0.1095",NA,NA,"Plan covers state and local employees","3357162000","0.04"
"1035","2003","Public Employees' Retirement System of Mississippi","Mississippi","0.035","Entry Age Normal","0.834","16979457000","14012183000","21485838000",NA,"411503000","1",NA,NA,"Level Percent Open","-951158000","715099690","-61923000","-9578000",NA,"4431600000","411503000","0.0652","448263000",NA,"166158000","0.0975",NA,NA,NA,NA,"0.08","0.08","32.0","0.04","0.0552","781560000","0.1075",NA,NA,"Plan covers state and local employees","4506381000","0.04"
"1036","2004","Public Employees' Retirement System of Mississippi","Mississippi","0.146","Entry Age Normal","0.798","17103285000","15723660000","22847260000",NA,"432081000","1",NA,NA,"Level Percent Open","-1033205000","778636190","-67245000","-9512000",NA,"4617273000","432081000","0.0652","459567000",NA,"172200000","0.0975",NA,NA,NA,NA,"0.08","0.08","56.0","0.04","0.0544","817808000","0.1083",NA,NA,"Plan covers state and local employees","5743975000","0.04"
"1037","2005","Public Employees' Retirement System of Mississippi","Mississippi","0.098","Entry Age Normal","0.793","17180705000","16890535000","23727098000",NA,"482967000","1",NA,NA,"Level Percent Open","-1116405000","1022022600","-71064000","-10442000",NA,"4786280000","482967000","0.065","492434000",NA,"177543000","0.125",NA,NA,NA,NA,"0.08",NA,"28.0","0.04","0.08","857789000","0.11",NA,NA,"Plan covers state and local employees","6546393000","0.04"
"1038","2006","Public Employees' Retirement System of Mississippi","Mississippi","0.107","Entry Age Normal","0.826","18321063000","18321063000","24928464000",NA,"514525000","1",NA,NA,"Level Percent Open","-1198230000","1117210600","-73344000","-9211000",NA,"4971974000","514525000","0.0651","557831000",NA,"197197000","0.1225",NA,NA,NA,NA,"0.08","0.08","28.0","0.04","0.0773","933443000","0.1103",NA,NA,"Plan covers state and local employees","6607401000","0.04"
"1039","2007","Public Employees' Retirement System of Mississippi","Mississippi","0.189","Entry Age Normal","0.845","19791564000","21353016000","26862636000",NA,"621497000","1",NA,NA,"Level Percent Open","-1291456000","1214384900","-72572000","-9846000",NA,"5196295000","621497000","0.0653","610888000",NA,"221742000","0.1185",NA,NA,NA,NA,"0.08","0.08","29.0","0.04","0.0783","1003156000","0.1055",NA,NA,"Plan covers state and local employees","7071072000","0.04"
"1040","2008","Public Employees' Retirement System of Mississippi","Mississippi","-0.082","Entry Age Normal","0.859","20814720000","19251069000","28534694000",NA,"636546000","1",NA,NA,"Level Percent Open","-1393175000","1305908400","-72750000","-11078000",NA,"5544705000","636546000","0.0653","683189000",NA,"252186000","0.12",NA,NA,NA,NA,"0.08","0.08","29.0","0.04","0.0798","1100308000","0.1055",NA,NA,"Plan covers state and local employees","7719974000","0.04"
"1041","2009","Public Employees' Retirement System of Mississippi","Mississippi","-0.194","Entry Age Normal","0.81","20597581000","15134487000","30594546000",NA,"657048000","1",NA,NA,"Level Percent Open","-1465500000","1395939900","-70050000","-11823000",NA,"5831864000","657048000","0.0653","713569000",NA,"260998000","0.1356",NA,NA,NA,NA,"0.08","0.08","30.0","0.0425","0.0943","1147650000","0.1066",NA,NA,"Plan covers state and local employees","9996965000","0.0425"
"1042","2010","Public Employees' Retirement System of Mississippi","Mississippi","0.141","Entry Age Normal","0.775","20143426000","16788214000","31399988000",NA,"699824000","1",NA,NA,"Level Percent Open","-1580808000","1498663000","-73580000","-11739000",NA,"5763556000","699824000","0.0819","731544000",NA,"268895000","0.1293",NA,NA,NA,NA,"0.08","0.08","30.0","0.0425","0.1075","1170941000","0.1037",NA,NA,"Plan covers state and local employees","11256562000","0.0425"
"1043","2011","Public Employees' Retirement System of Mississippi","Mississippi","0.254","Entry Age Normal","0.731","20315165000","20377236000","32654465000",NA,"781538000","1",NA,NA,"Level Percent Open","-1734475000","1627813400","-88343000","-12637000",NA,"5684624000","781538000","0.0819","723836000",NA,"268449000","0.1293",NA,NA,NA,NA,"0.08","0.08","30.0","0.0425","0.1075","1257205000","0.1037",NA,NA,"Plan covers state and local employees","12339300000","0.0425"
"1044","2012","Public Employees' Retirement System of Mississippi","Mississippi","0.006","Entry Age Normal","0.679","19992797000","19781387000","34492873000",NA,"735022000","1",NA,NA,"Level Percent Open","-1862826000","1752606800","-93379000","-13744000",NA,"5857789000","735022000","0.0823","768914000",NA,"282431000","0.1426",NA,NA,NA,NA,"0.08","0.08","30.0","0.0425","0.1195","1314501000","0.1054",NA,NA,"Plan covers state and local employees","14500076000","0.0425"
"1045","2013","Public Employees' Retirement System of Mississippi","Mississippi","0.134","Entry Age Normal","0.678","20490555000","21686911000","35542848000",NA,"835321000","1",NA,NA,"Level Percent Open","-1965660000","1874720400","-108365000","-14106000",NA,"5823578000","835321000","0.081","881847000",NA,"325689000","0.1583",NA,NA,NA,NA,"0.08","0.08","30.0","0.0425","0.1362","1429639000","0.1031",NA,NA,"Plan covers state and local employees","15052293000","0.0425"
"1046","2014","Public Employees' Retirement System of Mississippi","Mississippi","0.186","Entry Age Normal","0.736","22569940000","24877119000","37015288000","37015288000","921872000","1.05185",NA,NA,"Level Percent Open","-2099843000","1998323000","-121532000","-13454000",NA,"5834687000","549528000","0.0822","969674000",NA,"359749000","0.1575",NA,NA,NA,NA,"0.08","0.08","29.0","0.0425","0.1391","1519202000","0.1006",NA,NA,"Plan covers state and local employees","14445348000","0.0425"
"1047","2015","Public Employees' Retirement System of Mississippi","Mississippi","0.034","Entry Age Normal","0.759","24387161000","24906556000","40364584000","40364584000","930010000","1.0714700000000001",NA,NA,"Level Percent Open","-2219240000","2116322800","-119356000","-14119000",NA,"5904827000","557909000","0.082","996478000",NA,"372441000","0.1575",NA,NA,NA,NA,"0.0775","0.0775","33.0","0.0375","0.1406","1554387000","0.0989",NA,NA,"Plan covers state and local employees","15977423000","0.0375"
"1048","2016","Public Employees' Retirement System of Mississippi","Mississippi","0.012","Entry Age Normal","0.774","25185078000","24135016000","41997513000","41997513000","948549000","1.07666",NA,NA,"Level Percent Open","-2367709000","2249044800","-112926000","-15764000",NA,"6022533000","572574000","0.0797","1021261000",NA,"396977000","0.1575",NA,NA,NA,NA,"0.0775","0.0775","36.0","0.0375","0.1385","1593835000","0.0987",NA,NA,"Plan covers state and local employees","16812435000","0.0375"
"1049","2017","Public Employees' Retirement System of Mississippi","Mississippi","0.1496","Entry Age Normal","0.788","26364446000","26543097000","43166491000","43166491000","951021000","1.0715700000000001",NA,NA,"Level Percent Open","-2477914000","2374747000","-113707000","-17624000",NA,"6038229000","570066000","0.0823","1019084000",NA,NA,"0.1575",NA,NA,NA,NA,"0.0789","0.0775","38.0","0.0325","0.1378","1589150000","0.102",NA,NA,"Plan covers state and local employees","16802045000","0.0325"
"1050","2018","Public Employees' Retirement System of Mississippi","Mississippi","0.095","Entry Age Normal","0.804","27455702000","27763190000","44396161000","44396161000","944879000","1.07756",NA,NA,"Level Percent Open","-2609415000","2500750500","-124306000","-16877000",NA,"5999231000","570807000","0.0813","1018163000",NA,"393825000000","0.174",NA,NA,NA,NA,"0.0789","0.0775","30.0","0.0325","0.1618","1558970000","0.0935",NA,NA,"Plan covers state and local employees","16940459000",NA
"1051","2019","Public Employees' Retirement System of Mississippi","Mississippi","0.0687","Entry Age Normal","0.609","28024611000","28206602000","46006859000","45798575000","967824000","1.0726200000000001",NA,NA,"Level Percent Open","-2747397000","2635004800","-108042000","-21557000",NA,"6144916000","580941000","0.0796","1038108000",NA,NA,"0.174",NA,NA,NA,NA,"0.0775","0.0775","36.0",NA,"0.1618","1619049000","0.0918",NA,NA,"Plan covers state and local employees","17982248000",NA
"1052","2001","Missouri Local Government Employees Retirement System","Missouri","-0.042","Entry Age Normal","1.04","2395912598","2481335010","2302816630",NA,"82716566","1.0",NA,NA,"Level Percent Closed","-59301632","57989016","-2318561","-1700087",NA,"808959292","5586937","0.0069099999999999995","82716566",NA,"0","0.10225",NA,NA,NA,NA,"0.075",NA,"30.0",NA,NA,"88303503",NA,NA,NA,"Plan covers local employees","-93095970","0.04"
"1053","2002","Missouri Local Government Employees Retirement System","Missouri","-0.048","Entry Age Normal","1.004","2623610917","2382331068","2613087737",NA,"85712344","1.0",NA,NA,"Level Percent Closed","-65506362","65001492","-1730345","-1936418",NA,"875061292","6584052","0.007520000000000001","85712344",NA,"0","0.09795",NA,NA,NA,NA,"0.075",NA,"30.0",NA,NA,"92296396",NA,NA,NA,"Plan covers local employees","-10523180","0.04"
"1054","2003","Missouri Local Government Employees Retirement System","Missouri","0.018","Entry Age Normal","0.964","2603872640","2435999507","2700198619",NA,"84574502","1.0",NA,NA,"Level Percent Closed","-73193238","71769508","-2186992","-2176278",NA,"932953679","7265502","0.007790000000000001","84574502",NA,"0","0.09065",NA,NA,NA,NA,"0.075",NA,"30.0",NA,NA,"91840004",NA,NA,NA,"Plan covers local employees","96325980","0.04"
"1055","2004","Missouri Local Government Employees Retirement System","Missouri","0.164","Entry Age Normal","0.959","2808907263","2840489680","2929171779",NA,"94205597","1.0",NA,NA,"Level Percent Closed","-87054856","79465766","-3361153","-2750653",NA,"989446058","7786865","0.00787","94205597",NA,"0","0.09521",NA,NA,NA,NA,"0.075",NA,"30.0",NA,NA,"101992462",NA,NA,NA,"Plan covers local employees","120264520","0.04"
"1056","2005","Missouri Local Government Employees Retirement System","Missouri","0.124","Entry Age Normal","0.951","2984489211","3188383925","3139260243",NA,"104282742","1.0",NA,NA,"Level Percent Closed","-100540484","87954992","-3967389","-2466270",NA,"1031415223","8298846","0.00805","104282742",NA,"0","0.10111",NA,NA,NA,NA,"0.075",NA,"30.0",NA,NA,"112581588",NA,NA,NA,"Plan covers local employees","154771030","0.04"
"1057","2006","Missouri Local Government Employees Retirement System","Missouri","0.092","Entry Age Normal","0.953","3224173714","3468900642","3383152937",NA,"115550424","1.0",NA,NA,"Level Percent Closed","-111023777","97259445","-2289098","-2759577",NA,"1082349535","7189700","0.006640000000000001","115550424",NA,"0","0.10676",NA,NA,NA,NA,"0.075",NA,"30.0",NA,NA,"122740124",NA,NA,NA,"Plan covers local employees","158979220","0.04"
"1058","2007","Missouri Local Government Employees Retirement System","Missouri","0.18","Entry Age Normal","0.961","3557389198","4082057434","3700813660",NA,"128938636","1.0",NA,NA,"Level Percent Closed","-121741881","107261960","-1718953","-2711067",NA,"1146094426","7588622","0.00662","128938636",NA,"0","0.1125",NA,NA,NA,NA,"0.075",NA,"30.0",NA,NA,"136527258",NA,NA,NA,"Plan covers local employees","143424462","0.04"
"1059","2008","Missouri Local Government Employees Retirement System","Missouri","-0.023","Entry Age Normal","0.975","3957068611","3962816922","4058828886",NA,"130007191","1.0",NA,NA,"Level Percent Closed","-138069554","118839950","-2550466","-3167541",NA,"1222745363","7974093","0.006520000000000001","130007191",NA,"0","0.10632",NA,NA,NA,NA,"0.075",NA,"30.0",NA,NA,"137981284",NA,NA,NA,"Plan covers local employees","101760275","0.04"
"1060","2009","Missouri Local Government Employees Retirement System","Missouri","-0.184","Entry Age Normal","0.8","3330662923","3217034324","4161775258",NA,"132715295","1.0",NA,NA,"Level Percent Closed","-149048361","131340230","-2793448","-3402017",NA,"1285952041","8132046","0.00632","132715295",NA,"0","0.1032",NA,NA,NA,NA,"0.075",NA,"30.0",NA,"0.01236","140847341","0.09717",NA,NA,"Plan covers local employees","831112335","0.04"
"1061","2010","Missouri Local Government Employees Retirement System","Missouri","0.162","Entry Age Normal","0.81","3592225739","3695340522","4432331886",NA,"137849763","1.0",NA,NA,"Level Percent Closed","-157702725","139392000","-1563179","-3415311",NA,"1331226335","10563158","0.007940000000000001","137849763",NA,"0","0.10355",NA,NA,NA,NA,"0.075",NA,"30.0",NA,"0.01084","148412921","0.10064",NA,NA,"Plan covers local employees","840106147","0.04"
"1062","2011","Missouri Local Government Employees Retirement System","Missouri","0.232","Entry Age Normal","0.816","3945085880","4535258952","4837423311",NA,"154244689","1.0",NA,NA,"Level Percent Closed","-171494586","150824090","-1704094","-4945684",NA,"1350646560","11603205","0.00859","154244689",NA,"0","0.1142",NA,NA,NA,NA,"0.0725",NA,"30.0",NA,"0.02034","165847894","0.10245",NA,NA,"Plan covers local employees","892337431","0.035"
"1063","2012","Missouri Local Government Employees Retirement System","Missouri","0.036","Entry Age Normal","0.835","4274440345","4679128010","5120274198",NA,"166947336","1.0",NA,NA,"Level Percent Closed","-195626000","169170530","-1745403","-4523397",NA,"1359655784","12158422","0.00894","166947336",NA,"0","0.12279000000000001",NA,NA,NA,NA,"0.0725",NA,"30.0",NA,"0.028419999999999997","179105758","0.10330999999999999",NA,NA,"Plan covers local employees","845833853","0.035"
